code_key,correct_prediction,error,ground_truth,index,logits_no,logits_yes,raw_tokens,score,task_id,timestamp
code_1,True,,0,1,0.3422057330608368,0.10355466604232788,1530,0.23231015193514684,MBJP/1,2026-05-05T12:25:50.111005
code_2,True,,0,2,0.3422057330608368,0.10355466604232788,1530,0.23231015193514684,MBJP/1,2026-05-05T12:25:50.814893
code_3,True,,0,3,0.3422057330608368,0.10355466604232788,1530,0.23231015193514684,MBJP/1,2026-05-05T12:25:51.506373
code_4,True,,0,4,0.3422057330608368,0.10355466604232788,1530,0.23231015193514684,MBJP/1,2026-05-05T12:25:52.249042
code_5,True,,0,5,0.3422057330608368,0.10355466604232788,1530,0.23231015193514684,MBJP/1,2026-05-05T12:25:52.938067
code_6,True,,0,6,0.3422057330608368,0.10355466604232788,1530,0.23231015193514684,MBJP/1,2026-05-05T12:25:53.619474
code_7,True,,0,7,0.3422057330608368,0.10355466604232788,1530,0.23231015193514684,MBJP/1,2026-05-05T12:25:54.306883
code_8,True,,0,8,0.3422057330608368,0.10355466604232788,1530,0.23231015193514684,MBJP/1,2026-05-05T12:25:55.010542
code_9,True,,0,9,0.3422057330608368,0.10355466604232788,1530,0.23231015193514684,MBJP/1,2026-05-05T12:25:55.694349
code_10,True,,0,10,0.3422057330608368,0.10355466604232788,1530,0.23231015193514684,MBJP/1,2026-05-05T12:25:56.368775
code_1,True,,0,11,0.3411465883255005,0.0855841189622879,1194,0.20055767607220668,MBJP/2,2026-05-05T12:25:56.883843
code_2,True,,0,12,0.3089800477027893,0.09133432805538177,1324,0.22815650295445952,MBJP/2,2026-05-05T12:25:57.454552
code_3,True,,0,13,0.34702301025390625,0.08774115890264511,1164,0.20181322456462822,MBJP/2,2026-05-05T12:25:57.951424
code_4,False,,1,14,0.2950746715068817,0.10855190455913544,1177,0.26894142010455896,MBJP/2,2026-05-05T12:25:58.459943
code_5,True,,0,15,0.3411465883255005,0.0855841189622879,1194,0.20055767607220668,MBJP/2,2026-05-05T12:25:58.970180
code_6,True,,0,16,0.2655031085014343,0.15486660599708557,929,0.36840571681486073,MBJP/2,2026-05-05T12:25:59.358152
code_7,False,,1,17,0.24716950953006744,0.08279141783714294,1497,0.25091279291079566,MBJP/2,2026-05-05T12:26:00.013298
code_8,True,,0,18,0.3224763572216034,0.07659484446048737,1256,0.19193277825520613,MBJP/2,2026-05-05T12:26:00.561641
code_9,True,,0,19,0.2745583653450012,0.09414643049240112,1213,0.2553436558333226,MBJP/2,2026-05-05T12:26:01.087664
code_10,True,,0,20,0.33148789405822754,0.0851331353187561,1209,0.20434190623086035,MBJP/2,2026-05-05T12:26:01.605678
